zip,freq,contribution_total,contribution_dem,contribution_rep,contribution_unk,state,latitude,longitude,population,density,avg_home_value,clinton,trump,won
49446,109,5724,996,2497,1931,MI,43.5556,-86.3448,2482,27.7,126694,47.27%,47.50%,rep
52216,109,30492,27256,350,2886,IA,41.8896,-91.0605,1192,9.7,108897,41.74%,51.15%,rep
52310,109,20672,1221,3999,15452,IA,42.2326,-91.1989,6359,16.7,131231,41.74%,51.15%,rep
54562,109,15990,6917,6847,2226,WI,45.8046,-89.1328,1921,5.2,210636,46.45%,47.22%,rep
54624,109,4413,1432,150,1603,WI,43.4807,-91.1333,1489,8.2,122660,46.45%,47.22%,rep
55055,109,19139,1503,1325,11432,MN,44.8725,-92.9986,3506,372.5,192798,46.44%,44.92%,dem
62691,109,7367,1530,3325,2512,IL,39.95915,-90.21439,1978,8.7,79603,55.83%,38.76%,dem
67142,109,11681,30,3222,8429,KS,37.441,-98.1751,377,1.4,54204,36.05%,56.65%,rep
73054,109,8995,150,1394,7451,OK,35.6617,-97.1956,4271,17.7,149008,28.93%,65.32%,rep
75152,109,16188,1619,832,13737,TX,32.4387,-96.6794,5097,43.4,151449,43.24%,52.23%,rep
75770,109,20511,2527,2275,15709,TX,32.1608,-95.5927,3223,8.9,126435,43.24%,52.23%,rep
75853,109,12763,NA,9795,2968,TX,31.8766,-95.7327,538,5,123898,43.24%,52.23%,rep
78390,109,12452,2174,1250,8528,TX,27.9765,-97.3966,5416,12.7,86958,43.24%,52.23%,rep
80645,109,20451,2437,1582,15022,CO,40.3211,-104.7268,4465,11.2,266099,48.16%,43.25%,dem
85933,109,12454,2600,4041,5558,AZ,34.4086,-110.56,2659,12.7,182208,45.13%,48.67%,rep
87740,109,8585,2784,1416,3482,NM,36.8952,-104.4349,7163,2.6,81776,48.26%,40.04%,dem
89019,109,33548,2067,28530,2418,NV,35.7368,-115.5405,2376,2.2,131111,47.50%,45.98%,dem
95345,109,6254,1410,2700,2144,CA,37.5757,-119.9601,749,8.6,229663,61.73%,31.62%,dem
95937,109,71819,1356,5730,64143,CA,38.887,-121.9992,1442,11.3,329481,61.73%,31.62%,dem
97419,109,7272,2159,708,4155,OR,44.1782,-123.3715,1143,14.1,322203,50.07%,39.09%,dem
99101,109,2316,826,636,854,WA,48.3364,-117.9579,1400,5.1,180246,52.54%,36.83%,dem
1071,108,2305,1036,NA,1019,MA,42.16035,-72.86,1270,39.6,196992,60.01%,32.81%,dem
2379,108,12021,3569,2327,5820,MA,42.02139,-71.02669,7165,174.2,334295,60.01%,32.81%,dem
12429,108,3281,1490,NA,1791,NY,41.8279,-73.9651,294,51.5,181172,59.01%,36.52%,dem
13736,108,5449,2086,175,2738,NY,42.3074,-76.192,2153,14.9,107859,59.01%,36.52%,dem
14028,108,13249,666,4900,7683,NY,43.3221,-78.7141,1703,45.5,130214,59.01%,36.52%,dem
17569,108,11187,1122,4029,4976,PA,40.2688,-76.1013,6441,128.6,210734,47.46%,48.18%,rep
28016,108,11027,1446,6900,2631,NC,35.2849,-81.2863,13046,120.9,94595,46.17%,49.83%,rep
29821,108,2410,888,100,1422,SC,33.6505,-82.1488,1558,9.3,178329,40.67%,54.94%,rep
30072,108,2808,1156,NA,1200,GA,33.7906,-84.2053,727,1432.1,152305,45.64%,50.77%,rep
30629,108,9761,567,4026,5168,GA,34.0888,-83.122,4735,23.4,122039,45.64%,50.77%,rep
32179,108,12392,2329,7185,2878,FL,29.0643,-81.8857,8075,45.7,105061,47.82%,49.02%,rep
32448,108,5667,254,3032,1731,FL,30.6749,-85.2122,8480,18.1,73826,47.82%,49.02%,rep
38474,108,5027,725,545,3757,TN,35.5301,-87.2037,8617,27.7,107855,34.72%,60.72%,rep
39563,108,7903,1525,2157,3641,MS,30.425,-88.5233,13487,261.5,47979,40.11%,57.94%,rep
43619,108,36596,3452,3000,22747,OH,41.608,-83.4806,7296,255.9,118392,43.56%,51.69%,rep
44280,108,13399,480,3780,8654,OH,41.2368,-81.9245,4641,71.8,257510,43.56%,51.69%,rep
45724,108,8344,5900,250,1773,OH,39.4042,-81.7657,2113,12.6,91939,43.56%,51.69%,rep
48006,108,12579,796,8657,2418,MI,43.0752,-82.6955,4160,21.7,147224,47.27%,47.50%,rep
48418,108,8636,479,2352,5805,MI,42.8059,-83.973,3984,43,161538,47.27%,47.50%,rep
49076,108,7252,2647,2358,2247,MI,42.4459,-84.8973,4740,31.7,123847,47.27%,47.50%,rep
50054,108,5291,2214,82,2995,IA,41.6788,-93.2588,2909,22.2,115617,41.74%,51.15%,rep
52639,108,9461,5340,348,3428,IA,40.5139,-91.424,2067,20.2,104038,41.74%,51.15%,rep
53952,108,22145,2977,9805,8115,WI,43.7799,-89.5632,3244,17.9,123935,46.45%,47.22%,rep
54631,108,8138,6810,NA,1328,WI,43.2936,-90.8676,1662,6.8,108553,46.45%,47.22%,rep
59442,108,21421,5511,9158,5130,MT,47.924,-110.6052,1857,0.8,135003,35.75%,56.17%,rep
60552,108,11263,1413,2141,6085,IL,41.6599,-88.70302,4401,63.3,181199,55.83%,38.76%,dem
62922,108,3549,580,150,2084,IL,37.6195,-88.8367,2532,18.6,128661,55.83%,38.76%,dem
64146,108,6010,3313,874,1823,MO,38.8973,-94.5764,1506,110.2,148670,38.14%,56.77%,rep
71671,108,19098,6090,5250,7634,AR,33.614,-92.0778,8501,18.1,58327,33.65%,60.57%,rep
74061,108,5973,NA,4576,1397,OK,36.5752,-95.8962,2025,8.8,116724,28.93%,65.32%,rep
75972,108,7875,1237,2704,2652,TX,31.5152,-94.1326,5997,7.1,86980,43.24%,52.23%,rep
76084,108,7575,1066,1717,4750,TX,32.433,-97.1087,8453,63.3,159238,43.24%,52.23%,rep
76105,108,7876,2666,335,4875,TX,32.7233,-97.269,21822,1538.2,67279,43.24%,52.23%,rep
78002,108,2424,NA,85,2139,TX,29.2705,-98.7421,7329,76.8,129493,43.24%,52.23%,rep
81023,108,7920,296,4825,2724,CO,38.0837,-104.9724,1192,3.8,199033,48.16%,43.25%,dem
89021,108,16491,1420,12800,2083,NV,36.5935,-114.4683,3400,34.1,256211,47.50%,45.98%,dem
4551,107,12019,3988,2700,5331,ME,44.00648,-69.42701,797,18.9,221422,53.96%,39.15%,dem
8554,107,9047,650,3225,5172,NJ,40.11647,-74.778,3947,1395.9,149083,54.99%,41.00%,dem
12124,107,9398,4438,NA,4960,NY,42.4442,-73.7882,675,88.8,173287,59.01%,36.52%,dem
12843,107,4420,3001,NA,1419,NY,43.586,-73.9165,420,3.9,157586,59.01%,36.52%,dem
12992,107,14511,7903,805,5803,NY,44.797,-73.5112,4517,29,122813,59.01%,36.52%,dem
13340,107,7599,2050,2009,3245,NY,43.044,-75.1072,8075,54.7,107320,59.01%,36.52%,dem
17752,107,6194,1285,1550,3359,PA,41.1788,-76.8839,4649,50.5,136757,47.46%,48.18%,rep
18326,107,9699,2517,2225,4382,PA,41.154,-75.2805,4240,48.1,133390,47.46%,48.18%,rep
18347,107,15139,6651,5450,188,PA,41.1187,-75.5559,2449,48,120933,47.46%,48.18%,rep
18826,107,6583,3001,182,3400,PA,41.7659,-75.7831,1515,16.2,91125,47.46%,48.18%,rep
21635,107,4791,1590,250,2908,MD,39.3374,-75.8717,1912,26.3,239408,60.33%,33.91%,dem
23075,107,5733,392,2000,3261,VA,37.546,-77.3278,9384,827,118259,49.73%,44.41%,dem
27807,107,4982,1592,1250,2065,NC,35.8072,-78.0892,6415,51.2,130193,46.17%,49.83%,rep
28127,107,36246,9236,7055,13403,NC,35.4285,-80.2057,7860,42.2,175781,46.17%,49.83%,rep
28456,107,4534,928,1075,2531,NC,34.3471,-78.2575,3800,21.9,92036,46.17%,49.83%,rep
29704,107,6420,922,844,4654,SC,34.8507,-80.9342,3693,53.2,114224,40.67%,54.94%,rep
30011,107,27873,17305,5320,5248,GA,34.0191,-83.8261,15428,208.9,160481,45.64%,50.77%,rep
32195,107,21514,346,11684,4419,FL,28.9782,-81.8932,2986,60.7,202940,47.82%,49.02%,rep
32425,107,10663,1420,3835,5238,FL,30.8464,-85.69,13480,20.5,92032,47.82%,49.02%,rep
33438,107,9390,1522,1150,1718,FL,26.8592,-80.6337,265,8.4,81252,47.82%,49.02%,rep
35120,107,7350,400,3450,3155,AL,33.6756,-86.409,14055,79.2,164433,34.36%,62.08%,rep
35565,107,12809,355,7016,3470,AL,34.2314,-87.5938,13266,18.7,64607,34.36%,62.08%,rep
38329,107,12083,5200,3813,3070,TN,35.5585,-88.1334,3643,11.5,81430,34.72%,60.72%,rep
38635,107,12340,415,5606,5263,MS,34.7471,-89.4897,16364,18.1,72373,40.11%,57.94%,rep
42347,107,26070,495,11611,11464,KY,37.4785,-86.918,6244,19.2,88450,32.68%,62.52%,rep
44432,107,42948,1564,30781,10543,OH,40.7592,-80.7587,13279,51.2,84749,43.56%,51.69%,rep
47012,107,9565,1160,100,6469,IN,39.4213,-84.9994,9959,23.8,144099,37.91%,56.82%,rep
48415,107,12778,2418,1727,7459,MI,43.2649,-83.7903,9353,56,120988,47.27%,47.50%,rep
54171,107,4930,1626,245,2459,WI,44.7105,-88.1076,3688,56,223080,46.45%,47.22%,rep
54740,107,4124,1207,547,2370,WI,44.7561,-92.2022,1856,8.7,112701,46.45%,47.22%,rep
59932,107,5238,1787,1510,1941,MT,48.0793,-114.2355,1240,24,320570,35.75%,56.17%,rep
60624,107,21474,5550,200,15550,IL,41.88056,-87.72335,36158,4162.1,105230,55.83%,38.76%,dem
61024,107,10991,3830,2468,4693,IL,42.4337,-89.3094,2534,16.2,124826,55.83%,38.76%,dem
65625,107,35071,3636,27871,2154,MO,36.6784,-93.8467,8570,20.3,104361,38.14%,56.77%,rep
68822,107,14234,926,6656,6192,NE,41.4126,-99.6355,4580,4.7,106671,35.46%,56.18%,rep
71822,107,12984,6600,2572,3682,AR,33.6787,-94.1351,8543,13.6,70358,33.65%,60.57%,rep
71832,107,23221,3943,10922,7695,AR,34.0442,-94.3386,11238,24.6,80992,33.65%,60.57%,rep
73601,107,19715,369,4266,13580,OK,35.5115,-98.9795,10238,29.7,81366,28.93%,65.32%,rep
74437,107,10935,832,3740,1960,OK,35.4622,-96.0122,9822,19.3,48824,28.93%,65.32%,rep
78358,107,9015,NA,2795,5820,TX,28.0614,-97.0411,561,521.8,164479,43.24%,52.23%,rep
79831,107,31156,7662,16009,7485,TX,30.3068,-103.6704,4,0,305011,43.24%,52.23%,rep
83660,107,17733,2569,10843,4246,ID,43.7896,-116.9401,6261,19,179163,27.49%,59.26%,rep
84318,107,24579,1499,2038,18465,UT,41.8,-111.8123,4526,332.6,266760,27.46%,45.54%,rep
97377,107,7690,1733,3951,2006,OR,44.453,-123.1065,1110,7.4,282609,50.07%,39.09%,dem
97489,107,10869,7377,1035,2457,OR,44.1288,-122.6376,961,21.2,352988,50.07%,39.09%,dem
3230,106,3506,1097,755,1654,NH,43.52598,-71.87148,1280,11.6,157656,46.98%,46.61%,dem
7462,106,30855,2391,1774,6190,NJ,41.19889,-74.48863,6250,157.1,149244,54.99%,41.00%,dem
7502,106,4866,2129,450,2287,NJ,40.91863,-74.1942,16791,6516.7,222585,54.99%,41.00%,dem
8243,106,14829,3683,6133,5013,NJ,39.15186,-74.69799,1955,370.3,665278,54.99%,41.00%,dem
17519,106,28474,89,14761,7924,PA,40.1395,-76.0276,7147,118.8,242871,47.46%,48.18%,rep
20640,106,11006,4781,670,3141,MD,38.6001,-77.1622,10018,96.6,197638,60.33%,33.91%,dem
21017,106,25985,3895,8646,13329,MD,39.4756,-76.242,6597,992.1,178433,60.33%,33.91%,dem
23920,106,7073,483,2961,3629,VA,36.7319,-77.9898,3096,11.1,82177,49.73%,44.41%,dem
23924,106,17162,966,10825,4699,VA,36.8053,-78.4553,5962,17.5,62232,49.73%,44.41%,dem
28107,106,7356,520,4921,1787,NC,35.2477,-80.5319,7380,50,214471,46.17%,49.83%,rep
32908,106,11146,3610,1250,5742,FL,27.9816,-80.6894,13001,218.2,159569,47.82%,49.02%,rep
35550,106,4288,1084,2006,1198,AL,33.768,-87.1841,5761,32.9,54702,34.36%,62.08%,rep
38008,106,5380,1701,845,2584,TN,35.2461,-89.0007,8773,25.3,72116,34.72%,60.72%,rep
38358,106,21676,3582,11885,5459,TN,35.9251,-88.7688,11632,56.7,77941,34.72%,60.72%,rep
43135,106,7887,250,270,3191,OH,39.4757,-82.7212,3914,18,117515,43.56%,51.69%,rep
45370,106,54861,6561,4816,43484,OH,39.6083,-84.026,2479,44.1,237255,43.56%,51.69%,rep
49270,106,5250,1992,600,2193,MI,41.8757,-83.6877,5911,50.6,177135,47.27%,47.50%,rep
50316,106,33644,8170,3780,13835,IA,41.6092,-93.6,16774,1785.1,87837,41.74%,51.15%,rep
54114,106,9733,1968,5915,1525,WI,45.2617,-88.078,5271,8.1,106789,46.45%,47.22%,rep
54757,106,15751,10166,100,5385,WI,45.2356,-91.5197,3430,8.1,140146,46.45%,47.22%,rep
54949,106,26847,25,25036,1596,WI,44.4701,-88.9164,3370,20.9,105907,46.45%,47.22%,rep
55768,106,8132,1514,1289,739,MN,47.5133,-92.6243,2902,17.5,119155,46.44%,44.92%,dem
58545,106,15770,2075,4580,7695,ND,47.3271,-101.6107,3573,4.3,159242,27.23%,62.96%,rep
62293,106,11842,4238,3971,2576,IL,38.61896,-89.6975,4427,30.8,150130,55.83%,38.76%,dem
62557,106,15630,240,10645,4349,IL,39.39704,-89.10481,7118,23.6,55764,55.83%,38.76%,dem
63933,106,8690,1690,3210,3190,MO,36.5197,-90.0829,3423,14.2,64640,38.14%,56.77%,rep
66104,106,7651,2955,607,3789,KS,39.1375,-94.6792,26404,608.1,53349,36.05%,56.65%,rep
67665,106,11816,666,7473,3647,KS,38.8806,-98.8595,4981,6.2,70894,36.05%,56.65%,rep
71225,106,27449,9050,8398,10001,LA,32.5248,-92.3299,6766,46.7,197945,38.45%,58.09%,rep
71857,106,10395,1000,4876,2385,AR,33.804,-93.3725,4851,8.4,40226,33.65%,60.57%,rep
72103,106,11417,1935,5850,2612,AR,34.6478,-92.3849,12846,164.2,122027,33.65%,60.57%,rep
76825,106,14755,1355,5755,7645,TX,31.1509,-99.3372,6798,5.3,94227,43.24%,52.23%,rep
77075,106,11828,746,3740,6157,TX,29.6223,-95.26,43933,1312.4,146511,43.24%,52.23%,rep
88341,106,22507,3321,14046,5140,NM,33.4996,-105.7036,590,2.1,214913,48.26%,40.04%,dem
97149,106,2117,1466,100,551,OR,45.097,-123.9434,866,8.6,424886,50.07%,39.09%,dem
97375,106,4618,2758,NA,1860,OR,44.9897,-122.6187,1592,10.3,263107,50.07%,39.09%,dem
99556,106,10548,825,5120,4003,AK,59.8371,-151.7078,2640,2.7,159744,36.55%,51.28%,rep
3285,105,2983,650,NA,2333,NH,43.9241,-71.64359,2502,19.1,188592,46.98%,46.61%,dem
4441,105,5687,3072,200,2415,ME,45.89602,-69.47533,1675,1.2,142762,53.96%,39.15%,dem
4951,105,6820,3186,NA,3224,ME,44.6085,-69.04758,1019,8.7,136971,53.96%,39.15%,dem
5492,105,3789,1620,NA,2169,VT,44.7166,-72.75421,707,16,179303,56.68%,30.27%,dem
5827,105,6991,3815,NA,3176,VT,44.68112,-72.35814,365,8.1,190890,56.68%,30.27%,dem
11739,105,70673,12454,3672,54547,NY,40.7297,-73.1607,1027,587.6,578766,59.01%,36.52%,dem
12850,105,6944,1940,NA,3824,NY,43.0975,-74.0167,3204,23.4,221623,59.01%,36.52%,dem
13165,105,16911,1993,5357,3763,NY,42.9045,-76.8755,10559,61,88750,59.01%,36.52%,dem
13438,105,7957,1496,4164,2297,NY,43.3385,-75.1616,3253,17,129471,59.01%,36.52%,dem
13648,105,3127,994,250,1883,NY,44.1613,-75.3252,2298,5.1,82805,59.01%,36.52%,dem
15473,105,25417,252,6450,17820,PA,40.0646,-79.7756,3891,64,120900,47.46%,48.18%,rep
16239,105,7492,2564,630,4298,PA,41.4622,-79.1306,5188,8.2,81861,47.46%,48.18%,rep
19405,105,7852,3070,655,3045,PA,40.103,-75.3402,5360,2734,189525,47.46%,48.18%,rep
21671,105,12822,3238,4810,3674,MD,38.7063,-76.3377,799,138.1,268956,60.33%,33.91%,dem
21777,105,6085,1410,245,4180,MD,39.2791,-77.5328,1951,259.9,336648,60.33%,33.91%,dem
24557,105,5102,1125,1385,2592,VA,36.9695,-79.3389,7532,18.7,103479,49.73%,44.41%,dem
25832,105,43553,826,22135,20192,WV,37.7256,-81.1087,4026,128.2,137870,26.43%,68.50%,rep
28371,105,9041,33,3495,5213,NC,34.9006,-78.9969,7249,72.5,117800,46.17%,49.83%,rep
36079,105,16284,4047,10142,2095,AL,31.7595,-86.0107,10159,18.1,141453,34.36%,62.08%,rep
38355,105,8969,63,3108,4698,TN,35.8081,-88.7627,6620,60.5,143736,34.72%,60.72%,rep
38663,105,31605,175,16863,12617,MS,34.7509,-88.924,12375,23.3,77531,40.11%,57.94%,rep
42167,105,73696,11000,53694,9002,KY,36.7236,-85.7009,7992,15.2,62068,32.68%,62.52%,rep
42501,105,73965,11046,46303,3951,KY,37.1029,-84.5443,17511,34,95592,32.68%,62.52%,rep
42748,105,27623,7122,5261,15240,KY,37.5746,-85.7232,8882,25.5,102967,32.68%,62.52%,rep
45217,105,10239,2217,1265,4757,OH,39.1661,-84.4959,7232,1225.7,85747,43.56%,51.69%,rep
45761,105,36214,4740,NA,30539,OH,39.4077,-82.1113,1843,20.3,58772,43.56%,51.69%,rep
45865,105,34199,3000,10368,20831,OH,40.391,-84.3729,4905,57.8,167634,43.56%,51.69%,rep
46157,105,6897,966,625,4342,IN,39.5714,-86.4894,4046,44.1,148541,37.91%,56.82%,rep
47243,105,15777,9197,700,5880,IN,38.7138,-85.4763,6053,65.7,96902,37.91%,56.82%,rep
48626,105,23401,1570,7889,12277,MI,43.4099,-84.2266,5875,36.8,121484,47.27%,47.50%,rep
50669,105,15378,1955,1312,12111,IA,42.3131,-92.5948,2164,10.2,117523,41.74%,51.15%,rep
51039,105,10842,633,987,4146,IA,42.4819,-96.0656,2521,11.1,134321,41.74%,51.15%,rep
54844,105,4550,NA,3276,1274,WI,46.8213,-91.2332,216,1.7,154636,46.45%,47.22%,rep
59421,105,5730,1474,3078,1110,MT,47.2912,-111.7223,1696,1,184012,35.75%,56.17%,rep
59754,105,17640,2910,754,6226,MT,45.5311,-112.3495,1108,1.3,208778,35.75%,56.17%,rep
60424,105,11766,NA,3725,175,IL,41.1682,-88.32732,2465,18.3,130527,55.83%,38.76%,dem
61739,105,17676,385,6820,6988,IL,40.73312,-88.52043,4577,19.4,109824,55.83%,38.76%,dem
75161,105,7537,875,2455,3691,TX,32.7332,-96.195,7005,20.9,147427,43.24%,52.23%,rep
75750,105,9985,NA,5100,4585,TX,32.2418,-95.0639,3483,32.5,122311,43.24%,52.23%,rep
76424,105,20996,NA,8460,12536,TX,32.7532,-98.9099,8811,6.7,70186,43.24%,52.23%,rep
77856,105,10279,112,1217,8950,TX,31.0001,-96.5171,5348,5,190527,43.24%,52.23%,rep
79347,105,18084,1050,9075,7959,TX,34.2193,-102.7496,7233,4.1,68640,43.24%,52.23%,rep
81223,105,6147,1636,760,3351,CO,38.3703,-105.6881,1439,1.6,226137,48.16%,43.25%,dem
96120,105,89983,53340,445,34575,CA,38.7713,-119.8327,1044,1.8,350878,61.73%,31.62%,dem
2702,104,16049,3226,3563,9260,MA,41.78452,-71.06116,4366,94.9,324474,60.01%,32.81%,dem
3810,104,31174,5232,16950,8992,NH,43.52706,-71.28101,1720,25.5,311341,46.98%,46.61%,dem
3845,104,11509,5747,600,4912,NH,44.10676,-71.125,1056,28.8,207516,46.98%,46.61%,dem
5056,104,7717,4045,NA,3672,VT,43.5192,-72.72268,418,5.1,295030,56.68%,30.27%,dem
5762,104,4136,2993,NA,1143,VT,43.79273,-72.82914,367,10.5,243371,56.68%,30.27%,dem
12522,104,26326,2275,11881,12170,NY,41.7351,-73.587,4833,53.4,208294,59.01%,36.52%,dem
14211,104,7337,2470,1000,3367,NY,42.9082,-78.8225,21900,2155.9,36508,59.01%,36.52%,dem
15419,104,8375,1814,4700,1861,PA,40.0625,-79.8953,4358,1000.5,62337,47.46%,48.18%,rep
16877,104,26662,3399,18950,4313,PA,40.7414,-78.0775,2049,21.6,218617,47.46%,48.18%,rep
21629,104,11258,1356,5339,4563,MD,38.8595,-75.8357,9726,44.5,203849,60.33%,33.91%,dem
26170,104,9963,330,101,9532,WV,39.386,-81.1725,5951,22.6,87040,26.43%,68.50%,rep
26753,104,10621,3031,975,6461,WV,39.5636,-78.7887,5849,93.7,117783,26.43%,68.50%,rep
27910,104,15367,7067,2764,4071,NC,36.2957,-76.9966,11833,34.1,98782,46.17%,49.83%,rep
29697,104,10725,1865,3496,5114,SC,34.6206,-82.511,13430,122.5,125875,40.67%,54.94%,rep
29935,104,8651,1429,3925,3297,SC,32.3874,-80.6844,3928,620.1,151287,40.67%,54.94%,rep
30555,104,3345,1084,305,1956,GA,34.9739,-84.4291,2273,60.3,115551,45.64%,50.77%,rep
30633,104,9985,540,3750,5651,GA,34.1708,-83.2758,9227,32.7,129310,45.64%,50.77%,rep
31320,104,10177,831,5428,2367,GA,31.8018,-81.3909,8258,29,167615,45.64%,50.77%,rep
35503,104,10808,140,7015,3627,AL,33.9152,-87.3074,9074,43.9,108210,34.36%,62.08%,rep
37058,104,10598,80,2780,6690,TN,36.4942,-87.8787,7758,15.2,119301,34.72%,60.72%,rep
39051,104,11490,NA,647,6482,MS,32.7852,-89.5241,16890,15.2,93205,40.11%,57.94%,rep
39059,104,18706,5450,2637,8916,MS,31.9933,-90.3744,11951,29.3,71328,40.11%,57.94%,rep
44442,104,6519,471,2540,3109,OH,40.9646,-80.5534,3938,176.5,135130,43.56%,51.69%,rep
45661,104,29278,515,1010,25912,OH,39.0437,-83.121,6956,29,87669,43.56%,51.69%,rep
46382,104,8013,748,1425,2925,IN,41.4602,-86.8355,1705,16.7,145573,37.91%,56.82%,rep
46404,104,18011,12769,NA,5185,IN,41.5899,-87.3732,17014,1170,28829,37.91%,56.82%,rep
49319,104,21427,9131,5377,6626,MI,43.2215,-85.5452,16886,71.8,164648,47.27%,47.50%,rep
50655,104,3243,1016,200,2027,IA,42.7752,-91.8908,766,9.6,98486,41.74%,51.15%,rep
54169,104,11646,1227,6970,2476,WI,44.1764,-88.2779,2807,293.9,232105,46.45%,47.22%,rep
54875,104,2126,1247,NA,879,WI,45.9452,-91.6754,1082,3.7,116395,46.45%,47.22%,rep
55070,104,6807,581,1500,4601,MN,45.3903,-93.3598,7810,106.7,201516,46.44%,44.92%,dem
55398,104,19327,6010,2052,10515,MN,45.4553,-93.5879,15891,77.2,211985,46.44%,44.92%,dem
56475,104,3045,666,50,899,MN,46.0734,-94.5005,1687,9.5,139383,46.44%,44.92%,dem
56531,104,15548,976,1445,10977,MN,45.9953,-95.9671,1967,4.8,95718,46.44%,44.92%,dem
57732,104,27146,6465,8811,6870,SD,44.3767,-103.7296,2120,6.6,169198,31.74%,61.53%,rep
59759,104,8489,1219,2401,4692,MT,45.8771,-112.1245,3798,3.1,186045,35.75%,56.17%,rep
59925,104,9866,7481,NA,2370,MT,48.0836,-114.7446,1377,1.5,318623,35.75%,56.17%,rep
61011,104,21673,3362,2445,13710,IL,42.38959,-88.91288,2326,29.8,200501,55.83%,38.76%,dem
61752,104,14250,5648,2260,5682,IL,40.33907,-88.7548,4389,20.1,127635,55.83%,38.76%,dem
62278,104,52510,532,45319,4719,IL,38.1907,-89.9884,6543,25.2,156184,55.83%,38.76%,dem
63334,104,8578,1995,1849,3434,MO,39.3346,-91.1962,9064,19,87459,38.14%,56.77%,rep
64067,104,58743,15145,4290,19074,MO,39.1742,-93.8714,5547,30.5,89378,38.14%,56.77%,rep
70538,104,52802,3400,19422,29670,LA,29.7857,-91.5026,14464,37,101147,38.45%,58.09%,rep
74044,104,12721,515,5945,5993,OK,36.0927,-96.3576,7354,35.3,119837,28.93%,65.32%,rep
75831,104,21361,NA,8831,12530,TX,31.4121,-95.9904,5494,8.2,128433,43.24%,52.23%,rep
83250,104,11447,6203,3054,1815,ID,42.6336,-112.1758,1718,8.3,169478,27.49%,59.26%,rep
97883,104,9295,1594,3663,4038,OR,45.2019,-117.8536,2375,3.6,136827,50.07%,39.09%,dem
5359,103,5590,3553,NA,1377,VT,43.15259,-72.71587,488,7.8,192882,56.68%,30.27%,dem
14470,103,9208,805,4867,3486,NY,43.2159,-78.0731,7548,48.3,106812,59.01%,36.52%,dem
17820,103,13857,5538,3738,3230,PA,40.918,-76.4416,5471,23.7,142844,47.46%,48.18%,rep
20733,103,10963,3645,338,6980,MD,38.8018,-76.5248,2788,315.3,302744,60.33%,33.91%,dem
21162,103,13433,2057,4175,6771,MD,39.3923,-76.4132,4354,189.1,344403,60.33%,33.91%,dem
26347,103,6284,1080,850,4354,WV,39.2665,-80.132,2423,20.2,77692,26.43%,68.50%,rep
31014,103,17995,2054,9082,6559,GA,32.3981,-83.3229,13265,25.2,87232,45.64%,50.77%,rep
32054,103,30037,607,24543,4887,FL,30.0035,-82.3828,11724,22.2,114841,47.82%,49.02%,rep
32134,103,21178,6491,4365,9770,FL,29.391,-81.8551,7376,13,93416,47.82%,49.02%,rep
33034,103,13158,4865,5400,2893,FL,25.2846,-80.6246,23281,25.7,121027,47.82%,49.02%,rep
37189,103,8081,3627,500,3954,TN,36.2744,-86.8292,3801,50.1,193367,34.72%,60.72%,rep
41030,103,9337,946,1275,4181,KY,38.7741,-84.5982,5949,87.1,144943,32.68%,62.52%,rep
43907,103,11062,810,3136,6366,OH,40.2632,-81.0307,5760,14.7,69586,43.56%,51.69%,rep
49854,103,12512,1738,8000,2165,MI,46.0062,-86.2555,6194,4.8,65925,47.27%,47.50%,rep
50147,103,20447,NA,17490,2957,IA,40.6004,-93.4862,286,2.3,53942,41.74%,51.15%,rep
54014,103,4726,1221,1525,1030,WI,44.627,-92.5501,2080,19.9,174852,46.45%,47.22%,rep
54739,103,11155,2335,3170,5050,WI,44.867,-91.6752,5275,18.8,179068,46.45%,47.22%,rep
56362,103,9271,276,4375,4370,MN,45.3988,-94.7157,5840,15.3,172405,46.44%,44.92%,dem
56484,103,18173,553,4722,4895,MN,47.0877,-94.5847,3500,13.7,176189,46.44%,44.92%,dem
57460,103,14978,12878,NA,2100,SD,45.243,-98.5629,362,1.2,127784,31.74%,61.53%,rep
63037,103,50206,366,18160,31430,MO,38.3507,-91.2931,2967,15.3,138128,38.14%,56.77%,rep
70395,103,21570,NA,12250,7220,LA,29.7123,-90.8513,4185,36.7,166857,38.45%,58.09%,rep
72576,103,12387,8077,866,3364,AR,36.3766,-91.8759,3915,9.3,78516,33.65%,60.57%,rep
75862,103,8741,788,2463,5315,TX,30.942,-95.3403,10044,15.8,96672,43.24%,52.23%,rep
76066,103,106614,2700,12320,91594,TX,32.7457,-97.9561,2443,14.1,229257,43.24%,52.23%,rep
92086,103,8530,2120,3305,3005,CA,33.3096,-116.6527,1544,2.8,309681,61.73%,31.62%,dem
97413,103,5004,2143,1250,1611,OR,44.1755,-122.1217,955,0.7,252414,50.07%,39.09%,dem
98266,103,11357,2299,4425,4633,WA,48.9533,-122.1283,3993,58.7,158566,52.54%,36.83%,dem
4091,102,2180,1166,NA,1014,ME,43.83211,-70.75141,907,18.2,182724,53.96%,39.15%,dem
6374,102,6436,2314,253,2160,CT,41.68042,-71.9142,7170,124.8,160506,54.57%,40.93%,dem
8880,102,8376,1619,2950,3407,NJ,40.55353,-74.52772,4550,2725.8,246647,54.99%,41.00%,dem
12871,102,9414,2118,3096,4200,NY,43.0878,-73.6007,4492,53,176002,59.01%,36.52%,dem
